accuracy,f1,roc_auc,fold,n_train,n_val
0.5978165938864629,0.5819337267362689,0.6304125548151488,0,9156,2290
0.527304499781564,0.6603892027620841,0.561459365916766,1,9157,2289
0.581476627348187,0.4311163895486936,0.6179230803299394,2,9157,2289
0.5421581476627348,0.5928515928515928,0.5777861220044906,3,9157,2289
0.5723023154215815,0.45398773006134974,0.6196495255586165,4,9157,2289
